,height,weight,wingspan,vertical,IS,OS,Rng,Fin,Reb,IDef,PDef,IQ,Pass,Hnd,Drv,Str,Spd,Sta,POT,PTS,FG_M,FG_A,eFG_P,_3P_M,_3P_A,_3P_P,_2P_M,_2P_A,_2P_P,FT_M,FT_A,FT_P,Off,Def,Rebs,AST,STL,BLK,TO,PF,PLUS,DIST,PITP,FBP,FD,F_M,F_A,F_P,IS_M,IS_A,IS_P,MR_M,MR_A,MR_P,Poss,O_Poss,O_PTS,O_FG_M,O_FG_A,O_eFG_P,O_3P_M,O_3P_A,O_3P_P,O_2P_M,O_2P_A,O_2P_P,O_F_M,O_F_A,O_F_P,O_IS_M,O_IS_A,O_IS_P,O_MR_M,O_MR_A,O_MR_P,OBPM,DBPM,BPM,TS,_3PAr,FTr,ORB_P,DRB_P,TRB_P,AST_P,STL_P,BLK_P,TO_P,USG_P
2350,79.0,240,79.0,34.5,13,16,16,14,5,8,12,16,6,16,8,17,9,17,12,22.002,8.119,16.499,0.558,2.166,5.239,0.413,5.951,11.262,0.528,3.595,4.357,0.825,1.644,6.0,7.644,0.499,1.001,1.167,1.429,3.191,-5.762,9.844,9.57,0.119,3.525,0.238,0.379,0.628,4.549,8.284,0.549,1.167,2.595,0.45,63.48,64.156,10.262,5.069,9.215,0.556,0.118,0.284,0.415,4.952,8.928,0.555,0.857,1.284,0.667,3.858,7.116,0.542,0.239,0.525,0.455,2.8,-0.9,1.8,0.597,0.318,0.264,5.9,20.6,13.5,3.3,1.6,3.3,7.2,28.2
2351,69.0,175,72.0,25.5,8,17,5,13,4,9,16,19,7,7,12,15,17,18,11,14.575,5.399,11.0,0.551,1.325,3.824,0.346,4.073,7.176,0.568,2.45,2.825,0.867,0.85,1.9,2.75,2.276,1.974,0.15,1.377,2.0,11.2,12.207,4.0,1.124,2.276,1.199,1.5,0.799,0.8,1.849,0.433,2.075,3.824,0.543,56.691,56.57,6.077,2.55,7.375,0.412,0.976,3.427,0.285,1.576,3.951,0.399,0.4,0.475,0.842,0.451,0.699,0.645,0.724,2.776,0.261,1.0,2.4,3.4,0.595,0.348,0.257,3.2,7.4,5.2,12.6,3.5,0.5,10.1,21.2
2352,73.5,195,77.0,31.5,6,18,11,4,7,6,13,13,17,14,9,13,9,13,11,17.342,6.157,16.684,0.454,2.842,10.29,0.276,3.315,6.393,0.519,2.184,2.551,0.856,0.762,1.922,2.684,4.764,0.552,0.026,3.238,2.817,-7.712,15.428,2.79,2.5,1.975,0.685,0.895,0.765,0.711,1.578,0.451,1.922,3.921,0.49,55.171,54.954,10.394,4.368,10.0,0.52,1.658,5.053,0.328,2.712,4.947,0.548,0.842,0.948,0.888,0.423,0.657,0.644,1.447,3.341,0.433,2.2,-0.1,2.1,0.487,0.617,0.153,2.9,7.3,5.1,37.6,1.0,0.1,15.4,34.5
2353,76.0,200,81.0,29.5,13,10,12,13,12,13,16,18,12,9,8,10,13,12,11,15.37,5.63,12.522,0.539,2.24,6.216,0.36,3.39,6.304,0.538,1.871,2.695,0.694,1.371,3.302,4.673,2.718,2.108,0.173,1.457,1.566,12.304,13.308,4.348,1.413,2.045,0.173,0.26,0.665,1.999,3.326,0.601,1.218,2.717,0.448,65.755,65.635,7.391,3.086,8.328,0.444,1.22,4.412,0.277,1.87,3.913,0.478,0.478,0.543,0.88,0.457,1.0,0.457,0.934,2.37,0.394,2.1,0.9,3.0,0.561,0.496,0.215,4.5,10.9,7.7,12.3,3.2,0.5,9.6,20.6
2354,75.5,210,80.0,34.5,5,6,10,11,14,14,6,11,13,8,14,6,6,6,11,6.247,2.201,4.576,0.484,0.024,0.051,0.471,2.175,4.525,0.481,1.825,3.276,0.557,2.126,6.323,8.449,1.576,0.7,1.303,1.574,2.524,-0.627,2.508,4.249,0.051,2.725,0.325,0.449,0.724,1.8,3.899,0.462,0.05,0.174,0.287,53.467,53.305,7.75,3.775,8.174,0.474,0.2,0.5,0.4,3.575,7.673,0.466,0.324,0.749,0.433,3.001,6.35,0.473,0.25,0.574,0.436,-0.9,1.1,0.2,0.519,0.011,0.716,8.0,25.4,16.4,9.3,1.3,4.4,20.7,12.7
2355,75.0,185,79.25,31.0,6,13,18,13,8,8,9,19,7,8,7,12,13,13,11,17.979,6.182,13.614,0.594,3.819,10.047,0.38,2.363,3.568,0.662,1.793,2.32,0.773,1.181,3.159,4.34,2.84,2.09,0.182,1.59,1.82,10.929,15.98,2.91,2.134,2.205,0.682,0.772,0.883,0.774,1.135,0.682,0.909,1.658,0.548,62.246,62.053,9.706,4.137,11.478,0.423,1.428,5.433,0.263,2.705,6.047,0.447,0.635,0.842,0.754,0.363,0.75,0.484,1.702,4.454,0.382,1.8,2.0,3.8,0.614,0.738,0.17,4.1,11.0,7.5,14.3,3.4,0.6,9.8,23.2
2356,78.5,230,80.0,33.0,9,10,8,10,9,9,8,14,7,12,9,11,4,7,10,10.6,3.973,8.574,0.472,0.15,0.8,0.187,3.824,7.774,0.492,2.5,3.326,0.752,1.475,5.974,7.449,0.726,0.649,1.502,1.475,2.301,-3.652,5.427,6.55,0.051,3.027,0.15,0.199,0.754,3.124,6.099,0.512,0.548,1.476,0.371,52.719,52.466,9.352,4.499,9.35,0.5,0.351,0.949,0.37,4.151,8.4,0.494,0.4,0.576,0.694,3.499,6.975,0.502,0.251,0.851,0.295,-0.3,0.0,-0.3,0.528,0.093,0.388,6.0,22.8,14.7,5.0,1.2,4.9,12.8,19.8
2357,74.5,195,80.25,26.0,9,12,12,12,7,5,10,12,5,11,13,10,15,5,9,15.083,5.39,13.223,0.473,1.722,6.027,0.286,3.666,7.195,0.51,2.583,3.445,0.75,0.944,2.585,3.529,1.39,1.638,0.083,1.806,2.138,-1.779,11.844,4.056,1.472,2.806,0.916,1.389,0.659,1.111,2.194,0.506,1.639,3.61,0.454,58.984,58.881,9.889,4.14,9.417,0.525,1.611,4.75,0.339,2.527,4.666,0.542,0.416,0.472,0.881,0.833,1.306,0.638,1.278,2.888,0.443,-0.4,0.7,0.3,0.512,0.456,0.261,3.3,9.6,6.3,8.1,2.8,0.2,10.9,24.7
2358,75.0,190,79.0,30.5,9,15,14,11,7,6,15,12,7,8,11,13,18,15,12,18.949,6.624,13.726,0.609,3.474,7.801,0.445,3.151,5.925,0.532,2.225,2.65,0.84,0.724,1.949,2.673,1.5,1.851,0.125,1.799,1.775,9.949,15.54,3.302,1.176,2.151,0.85,1.25,0.68,0.799,1.624,0.492,1.5,3.05,0.492,53.234,53.305,6.549,2.649,7.4,0.443,1.253,4.399,0.285,1.399,3.0,0.466,0.249,0.374,0.666,0.224,0.425,0.527,0.925,2.199,0.421,1.6,2.0,3.6,0.636,0.568,0.193,3.2,7.9,5.7,10.1,3.4,0.5,10.8,28.1
2359,76.5,230,82.0,32.0,6,9,17,7,14,10,15,8,9,10,6,8,13,8,9,10.025,3.35,8.276,0.548,2.375,5.749,0.413,0.977,2.525,0.387,0.949,1.401,0.677,1.025,4.249,5.274,1.126,1.174,0.249,1.926,2.1,-10.276,16.738,1.249,1.149,1.499,0.2,0.274,0.73,0.426,1.226,0.347,0.351,1.025,0.342,62.481,62.573,8.324,3.6,8.927,0.466,1.125,4.074,0.276,2.476,4.85,0.511,0.474,0.574,0.826,0.876,1.376,0.637,1.125,2.901,0.388,-0.9,1.2,0.3,0.564,0.695,0.169,3.6,14.9,9.2,5.9,1.9,0.7,17.8,15.6
2360,78.0,200,84.0,28.0,17,14,7,10,6,13,13,12,11,12,14,16,8,10,13,12.333,4.771,7.979,0.599,0.021,0.021,1.0,4.75,7.957,0.597,2.772,3.563,0.778,1.375,4.646,6.021,0.688,1.459,0.459,1.272,2.727,7.482,3.223,9.04,0.043,2.687,0.104,0.145,0.717,4.418,7.168,0.616,0.229,0.645,0.355,57.887,57.652,8.46,4.104,8.041,0.526,0.248,0.707,0.351,3.855,7.334,0.526,0.708,0.812,0.872,2.977,5.814,0.512,0.165,0.71,0.232,1.1,-0.9,0.2,0.646,0.003,0.447,5.3,18.5,11.8,3.6,2.5,1.5,11.8,16.9
2361,74.5,210,79.25,36.5,10,13,13,14,4,9,9,10,5,11,9,12,4,7,10,14.999,5.536,14.634,0.46,2.39,7.855,0.304,3.146,6.78,0.464,1.536,2.317,0.663,0.854,2.169,3.023,0.416,0.294,0.121,1.633,2.611,-10.633,14.471,3.511,0.926,2.098,0.317,0.342,0.927,1.439,3.414,0.421,1.39,3.027,0.459,56.622,56.6,10.829,4.537,9.485,0.571,1.757,4.489,0.391,2.78,5.0,0.556,0.56,0.658,0.851,0.856,1.391,0.615,1.366,2.952,0.463,-1.3,-0.4,-1.7,0.479,0.537,0.158,3.1,8.3,5.6,3.1,0.5,0.4,9.4,27.4
2362,77.5,220,81.0,27.0,11,5,11,10,8,10,11,17,9,10,6,6,11,16,11,11.513,4.757,9.098,0.524,0.023,0.098,0.235,4.733,9.0,0.526,1.978,4.074,0.486,1.855,6.388,8.243,0.977,1.343,0.512,1.975,2.731,-6.806,3.77,9.269,0.05,3.22,0.0,0.049,0.0,4.634,8.829,0.525,0.096,0.121,0.793,56.129,56.859,9.684,4.756,8.659,0.559,0.171,0.66,0.259,4.586,8.0,0.573,0.34,0.56,0.607,4.0,6.928,0.577,0.244,0.512,0.477,-0.5,-0.3,-0.8,0.529,0.011,0.448,7.2,23.7,15.6,6.4,2.4,1.7,15.4,20.7
2363,80.5,235,83.0,33.0,13,7,11,9,3,10,10,13,5,6,5,7,13,9,12,8.147,3.187,6.26,0.571,0.779,1.815,0.429,2.409,4.445,0.542,1.001,1.667,0.6,0.888,2.63,3.518,0.665,0.777,0.222,1.667,1.666,-6.999,8.249,4.298,0.592,1.851,0.221,0.297,0.744,1.925,3.185,0.604,0.259,0.963,0.269,42.5,42.221,6.776,2.925,5.962,0.568,0.926,2.298,0.403,2.0,3.666,0.546,0.148,0.221,0.67,1.297,2.334,0.556,0.555,1.112,0.499,-1.2,-2.3,-3.4,0.582,0.29,0.266,4.6,13.5,9.1,5.9,1.8,0.9,19.2,18.6
2364,82.0,220,87.0,30.5,11,7,5,10,12,7,10,14,8,7,5,9,5,8,9,9.61,3.756,6.316,0.595,0.0,0.0,,3.756,6.316,0.595,2.099,3.34,0.628,1.66,6.658,8.318,0.633,0.708,1.634,1.61,2.95,3.072,2.485,7.269,0.0,2.854,0.0,0.0,,3.635,6.147,0.591,0.121,0.171,0.708,54.543,54.714,10.389,5.121,10.073,0.516,0.146,0.342,0.427,4.976,9.731,0.511,0.292,0.608,0.48,4.511,8.682,0.52,0.171,0.438,0.39,-0.1,0.0,-0.2,0.617,0.0,0.529,6.8,27.0,17.0,3.6,1.3,5.5,17.1,15.4
2365,79.5,205,82.0,24.5,14,14,9,12,11,6,17,10,17,12,9,14,17,15,13,14.489,5.701,10.149,0.563,0.021,0.213,0.099,5.681,9.936,0.572,3.063,3.893,0.787,0.724,2.596,3.32,7.086,2.169,0.169,3.148,2.595,11.724,8.41,4.851,3.531,2.703,1.151,1.297,0.887,1.275,1.914,0.666,3.254,6.723,0.484,62.581,62.902,8.617,3.533,8.596,0.501,1.551,4.489,0.346,1.979,4.107,0.482,0.68,0.83,0.819,0.404,0.681,0.593,0.892,2.597,0.343,3.3,1.5,4.8,0.611,0.021,0.384,2.7,9.3,6.1,31.3,3.4,0.5,21.0,21.6
2366,78.5,220,82.0,28.5,12,14,13,8,8,9,16,8,11,17,11,14,17,7,12,19.856,7.857,15.168,0.585,2.026,4.952,0.409,5.832,10.215,0.571,2.12,2.833,0.748,1.169,4.092,5.261,3.739,1.762,0.261,2.404,2.358,0.072,10.564,7.144,2.548,2.738,1.382,2.094,0.66,2.167,3.428,0.632,2.26,4.692,0.482,66.451,66.111,10.143,4.477,9.713,0.522,1.191,3.643,0.327,3.287,6.071,0.541,0.668,0.833,0.802,1.738,3.046,0.571,0.88,2.19,0.402,2.0,1.8,3.8,0.605,0.326,0.187,3.6,13.9,8.6,19.8,2.7,0.7,12.8,25.2
2367,77.0,185,78.0,30.5,12,9,17,18,13,13,10,15,16,16,13,8,7,17,13,10.926,3.999,9.049,0.548,1.924,4.776,0.403,2.076,4.274,0.486,1.0,1.701,0.588,1.151,3.699,4.85,1.45,0.625,0.099,1.125,1.875,-3.701,13.085,2.951,1.451,1.649,0.225,0.274,0.821,1.225,2.325,0.527,0.6,1.676,0.358,52.294,52.105,8.225,3.4,8.1,0.508,1.426,3.824,0.373,1.975,4.275,0.462,0.2,0.3,0.667,0.701,1.125,0.623,1.075,2.85,0.377,1.2,0.6,1.8,0.558,0.528,0.188,4.7,15.0,9.9,9.5,1.2,0.3,10.3,19.0
2368,80.0,240,82.0,30.0,15,14,10,3,14,6,8,12,12,6,8,16,8,11,10,16.854,6.586,12.022,0.553,0.121,0.22,0.55,6.464,11.805,0.548,3.56,4.342,0.82,2.194,8.27,10.464,0.999,0.878,1.416,1.462,2.976,1.583,3.637,12.635,0.05,3.123,0.022,0.073,0.301,6.267,11.146,0.562,0.146,0.585,0.25,59.281,59.368,10.9,5.367,10.853,0.502,0.17,0.73,0.233,5.194,10.122,0.513,0.488,0.708,0.689,4.537,8.828,0.514,0.171,0.586,0.292,2.3,0.9,3.2,0.605,0.018,0.361,8.1,29.3,18.9,6.6,1.5,4.2,9.5,23.5
2369,76.5,205,78.0,31.5,10,15,18,16,8,12,15,14,12,7,12,14,16,14,13,19.584,6.805,15.39,0.577,4.143,9.78,0.424,2.658,5.611,0.474,1.828,2.098,0.871,1.073,4.245,5.318,1.122,1.293,0.219,1.463,2.099,-8.732,15.982,3.367,1.511,1.636,0.415,0.584,0.711,1.269,2.684,0.473,0.979,2.341,0.418,66.433,65.793,7.244,3.122,8.463,0.428,0.999,4.122,0.242,2.122,4.343,0.489,0.512,0.586,0.874,0.658,1.196,0.55,0.95,2.561,0.371,1.8,1.7,3.6,0.6,0.635,0.136,3.5,14.1,8.8,7.0,2.0,0.6,8.2,24.5
2370,79.5,225,85.0,31.5,11,11,18,10,11,7,13,11,17,10,12,10,11,13,12,14.049,4.977,10.78,0.571,2.367,6.098,0.388,2.611,4.683,0.558,1.732,2.536,0.683,0.951,3.05,4.001,3.438,1.585,0.243,1.781,1.805,1.194,14.006,3.316,1.854,2.024,0.805,1.048,0.768,0.853,1.416,0.602,0.953,2.22,0.429,57.532,57.485,9.976,4.048,9.049,0.551,1.879,5.025,0.374,2.171,4.024,0.54,0.537,0.634,0.847,0.609,1.051,0.579,1.024,2.341,0.437,1.4,0.8,2.2,0.591,0.566,0.235,3.4,12.0,7.5,19.5,2.8,0.8,13.0,21.3
2371,74.5,215,79.0,30.0,5,6,11,4,9,12,8,10,19,7,18,5,17,8,10,11.585,4.316,9.561,0.493,0.803,2.512,0.32,3.513,7.05,0.498,2.146,3.341,0.642,0.902,2.148,3.05,7.122,0.999,0.197,3.927,2.854,-2.366,10.096,3.901,2.173,2.757,1.538,2.318,0.664,0.415,0.633,0.656,1.562,4.099,0.381,58.908,59.231,10.22,4.268,10.196,0.501,1.683,5.073,0.332,2.587,5.121,0.505,1.0,1.341,0.746,0.244,0.439,0.556,1.341,3.342,0.401,2.1,0.4,2.5,0.525,0.263,0.349,3.3,7.5,5.4,41.6,1.7,0.6,26.3,22.9
2372,75.5,220,80.0,30.0,8,17,14,11,13,7,13,14,12,13,10,15,16,15,13,21.732,7.17,18.195,0.513,4.318,12.17,0.355,2.854,6.024,0.474,3.073,3.416,0.9,1.172,2.877,4.049,3.415,1.368,0.246,3.829,2.489,-4.439,16.764,2.78,3.34,2.488,0.735,1.05,0.7,0.659,1.39,0.474,1.464,3.586,0.408,61.439,61.677,9.316,3.951,9.415,0.495,1.413,4.609,0.307,2.537,4.804,0.528,0.952,1.171,0.813,0.317,0.633,0.501,1.268,3.001,0.423,1.3,1.4,2.7,0.552,0.669,0.188,4.0,10.6,7.2,24.0,2.2,0.7,16.3,35.1
2373,79.0,205,85.0,34.5,14,9,8,10,12,13,13,13,12,8,10,10,17,13,11,15.069,6.21,10.814,0.575,0.021,0.021,1.0,6.186,10.791,0.573,2.629,4.117,0.639,1.628,7.325,8.953,1.048,1.163,1.025,1.581,2.419,2.837,4.156,11.211,0.279,3.07,0.21,0.277,0.758,5.396,9.164,0.589,0.581,1.347,0.431,52.358,52.363,6.883,3.394,7.628,0.451,0.093,0.372,0.25,3.302,7.255,0.455,0.302,0.697,0.433,2.768,6.024,0.459,0.231,0.533,0.433,1.9,2.5,4.4,0.597,0.002,0.381,7.5,29.6,19.3,7.1,2.2,3.6,11.1,25.2
2374,74.5,190,81.25,29.5,8,14,6,11,5,3,11,13,12,13,15,12,17,6,12,16.464,6.244,12.244,0.513,0.073,0.416,0.175,6.173,11.83,0.522,3.901,4.68,0.834,0.61,2.197,2.807,4.829,2.073,0.365,3.269,2.611,-2.659,9.311,5.17,2.39,3.512,2.146,3.001,0.715,0.439,1.122,0.391,3.586,7.707,0.465,56.134,56.172,9.072,3.706,9.27,0.489,1.66,4.927,0.337,2.047,4.34,0.472,0.633,0.877,0.722,0.293,0.659,0.445,1.123,2.804,0.4,2.5,0.9,3.5,0.576,0.034,0.382,2.5,8.5,5.6,31.8,3.7,1.2,18.6,28.8
2375,78.5,220,83.0,31.0,13,13,8,12,11,9,12,9,8,7,5,14,13,13,11,15.251,5.9,11.025,0.549,0.3,1.024,0.293,5.6,10.0,0.56,3.151,4.35,0.724,2.449,7.575,10.024,0.476,1.076,0.624,1.7,3.025,3.923,4.757,10.051,0.0,3.425,0.023,0.023,1.0,4.999,8.65,0.578,0.574,1.325,0.433,59.115,59.309,8.326,4.126,7.926,0.525,0.074,0.475,0.156,4.05,7.449,0.544,0.35,0.624,0.561,3.448,6.3,0.547,0.248,0.526,0.471,1.2,1.2,2.4,0.589,0.093,0.395,9.3,28.3,18.9,2.8,1.8,1.9,11.6,22.2
2376,76.0,190,77.0,29.0,12,10,16,13,13,11,15,13,9,13,11,9,15,12,12,12.636,4.59,9.636,0.562,1.657,4.864,0.341,2.933,4.773,0.614,1.795,2.614,0.687,0.749,3.319,4.068,1.797,2.002,0.319,1.704,1.889,10.997,11.688,3.726,1.659,2.297,0.797,1.158,0.688,1.068,1.547,0.69,1.07,2.069,0.517,58.141,58.179,9.662,3.887,9.138,0.529,1.888,4.932,0.383,2.001,4.204,0.476,0.432,0.636,0.679,0.613,1.41,0.435,0.955,2.159,0.442,0.8,-0.3,0.5,0.586,0.505,0.271,2.8,12.8,7.7,9.4,3.4,1.2,13.6,19.1
2377,81.0,230,80.25,29.0,16,12,12,7,16,17,12,14,9,4,5,15,13,14,13,16.953,6.883,11.905,0.578,0.0,0.0,,6.883,11.905,0.578,3.193,4.711,0.678,2.739,9.188,11.927,0.786,1.263,1.716,1.523,2.833,14.381,3.236,13.238,0.19,3.356,0.071,0.071,1.0,6.546,11.358,0.576,0.262,0.476,0.55,64.25,64.393,6.929,3.405,8.667,0.4,0.12,0.381,0.315,3.286,8.284,0.397,0.381,0.976,0.39,2.786,6.929,0.402,0.12,0.381,0.315,2.0,3.5,5.5,0.606,0.0,0.396,9.4,30.0,20.0,3.8,1.9,5.2,9.8,21.4
2378,74.5,195,80.0,29.0,10,10,9,7,10,5,13,11,12,11,10,10,8,8,12,7.55,2.874,6.351,0.531,0.999,2.976,0.336,1.875,3.373,0.556,0.801,1.178,0.68,0.799,1.926,2.725,0.951,1.375,0.023,1.124,1.099,6.849,12.495,2.05,1.473,1.175,0.125,0.3,0.417,0.9,1.452,0.62,0.849,1.624,0.523,38.878,38.528,5.151,2.126,5.426,0.475,0.902,2.725,0.331,1.226,2.701,0.454,0.149,0.149,1.0,0.527,0.976,0.54,0.55,1.577,0.349,0.1,0.3,0.4,0.55,0.469,0.185,4.5,11.2,7.7,7.4,3.6,0.1,14.1,18.3
2379,76.0,205,79.25,31.0,7,16,10,13,11,6,12,7,16,16,10,12,11,13,11,16.268,5.539,13.317,0.497,2.17,6.755,0.321,3.367,6.561,0.513,3.025,3.684,0.821,0.9,2.662,3.562,4.538,1.268,0.121,3.488,2.633,8.413,14.005,3.121,2.266,2.78,1.024,1.437,0.713,0.51,0.927,0.55,1.807,4.195,0.431,58.817,58.787,11.341,4.83,10.925,0.519,1.684,5.245,0.321,3.147,5.682,0.554,0.999,1.194,0.837,0.462,0.61,0.757,1.684,3.878,0.434,1.4,0.3,1.7,0.545,0.507,0.277,3.2,9.8,6.5,25.7,2.1,0.4,18.9,27.7
2380,74.5,190,77.25,32.0,12,15,14,16,9,5,15,6,13,12,7,14,16,5,11,17.301,5.976,12.395,0.6,2.93,7.257,0.404,3.045,5.137,0.593,2.418,3.021,0.8,0.559,1.511,2.07,2.699,0.861,0.047,1.975,1.208,8.86,14.529,3.86,2.0,2.163,0.998,1.116,0.894,0.932,1.443,0.646,1.115,2.581,0.432,51.936,51.953,8.025,3.211,7.766,0.517,1.606,4.395,0.365,1.605,3.373,0.476,0.326,0.349,0.934,0.232,0.418,0.555,1.047,2.606,0.402,2.2,0.4,2.7,0.63,0.585,0.244,2.6,6.3,4.5,17.4,1.7,0.2,12.6,27.5
2381,80.0,220,79.0,29.5,5,6,17,11,4,13,10,15,16,8,9,5,15,14,11,9.864,3.65,7.891,0.54,1.216,3.326,0.366,2.433,4.566,0.533,1.354,2.486,0.545,0.594,1.487,2.081,5.08,2.0,0.189,3.757,2.351,1.568,12.172,2.756,3.243,2.269,1.134,1.352,0.839,0.241,0.515,0.468,1.054,2.702,0.39,54.973,55.027,8.377,3.648,9.216,0.454,1.081,3.786,0.286,2.569,5.433,0.473,0.891,1.214,0.734,0.324,0.65,0.498,1.352,3.569,0.379,0.1,0.9,1.0,0.549,0.421,0.315,2.4,5.7,4.1,29.9,3.6,0.6,29.5,20.8
2382,71.5,180,74.0,28.5,5,9,8,13,7,7,10,14,10,13,7,8,15,13,11,8.547,3.071,6.882,0.516,0.954,2.643,0.361,2.119,4.238,0.5,1.454,1.976,0.736,0.785,1.738,2.523,4.999,0.761,0.142,3.836,2.88,-0.07,12.42,2.239,1.951,1.833,0.715,1.071,0.668,0.405,0.547,0.74,0.999,2.619,0.381,56.605,56.643,9.689,4.022,9.453,0.512,1.643,4.428,0.371,2.383,5.025,0.474,0.762,1.048,0.727,0.404,0.668,0.605,1.213,3.31,0.366,-0.6,0.1,-0.5,0.551,0.384,0.287,3.3,6.0,4.8,27.3,1.3,0.4,33.1,18.7
2383,78.0,220,81.0,24.5,11,7,14,12,14,8,8,14,13,13,12,7,10,13,12,13.49,5.283,11.282,0.483,0.333,1.538,0.217,4.95,9.744,0.508,2.591,4.18,0.62,2.462,7.332,9.794,1.155,0.359,0.436,1.872,3.027,-6.871,5.323,8.872,0.052,3.051,0.308,0.564,0.546,4.127,8.155,0.506,0.513,1.026,0.5,56.549,56.185,9.769,4.741,8.616,0.567,0.283,0.923,0.307,4.462,7.691,0.58,0.437,0.59,0.741,3.769,6.589,0.572,0.256,0.513,0.499,0.5,0.2,0.7,0.514,0.136,0.371,9.2,26.8,18.1,7.9,0.6,1.4,12.5,23.8
2384,82.0,270,88.0,26.5,7,16,13,8,10,7,8,5,9,10,11,17,10,10,10,13.634,5.122,10.245,0.525,0.512,1.024,0.5,4.61,9.22,0.5,2.877,3.681,0.782,2.025,8.024,10.049,0.442,0.684,2.389,1.341,3.244,-1.465,6.388,7.463,0.145,3.001,0.024,0.048,0.5,3.71,7.071,0.525,0.877,2.099,0.418,57.378,57.243,10.634,5.268,11.367,0.468,0.097,0.317,0.306,5.172,11.048,0.468,0.316,0.755,0.419,4.706,9.584,0.491,0.146,0.707,0.207,1.0,1.2,2.2,0.575,0.1,0.359,7.6,31.2,19.1,2.7,1.2,7.2,10.2,20.8
2385,80.5,235,81.0,28.0,9,8,8,9,17,11,3,16,9,12,11,9,6,6,11,7.512,3.024,5.633,0.552,0.17,0.342,0.497,2.854,5.295,0.539,1.293,2.27,0.57,2.172,6.512,8.684,1.39,0.633,0.683,1.877,2.559,-7.17,4.093,5.073,0.0,2.268,0.195,0.269,0.725,2.343,4.267,0.549,0.316,0.757,0.417,52.521,52.359,9.39,4.585,7.78,0.603,0.22,0.439,0.501,4.366,7.341,0.595,0.465,0.633,0.735,3.537,6.05,0.585,0.367,0.66,0.556,-0.8,-0.5,-1.2,0.566,0.061,0.403,9.0,28.2,18.4,8.6,1.2,2.4,22.1,14.6
2386,78.5,200,83.0,31.5,13,7,9,12,14,14,14,13,14,9,7,8,11,8,12,16.158,6.552,11.053,0.593,0.0,0.026,0.0,6.552,11.027,0.594,3.052,4.684,0.652,2.448,8.0,10.448,0.816,1.5,1.186,1.5,2.841,5.816,4.026,12.265,0.21,3.527,0.105,0.13,0.808,6.027,10.158,0.593,0.422,0.738,0.572,59.384,59.724,7.027,3.421,7.921,0.444,0.184,0.527,0.349,3.238,7.394,0.438,0.421,0.763,0.552,2.577,5.975,0.431,0.237,0.659,0.36,2.2,2.6,4.8,0.616,0.002,0.424,9.3,29.4,19.5,4.8,2.5,3.9,10.3,22.3
2387,77.0,215,78.0,34.5,11,12,13,5,3,10,12,17,15,8,4,10,15,10,11,16.026,5.263,13.239,0.522,3.287,9.523,0.345,1.974,3.716,0.531,2.214,3.073,0.72,0.952,1.712,2.664,6.737,2.31,0.214,3.357,2.548,9.167,16.494,2.665,4.548,2.189,0.953,1.332,0.715,0.38,0.714,0.532,0.644,1.667,0.386,64.103,63.653,10.382,4.404,10.952,0.474,1.57,5.286,0.297,2.833,5.667,0.5,1.332,1.666,0.8,0.166,0.453,0.366,1.335,3.547,0.376,2.7,0.5,3.2,0.549,0.719,0.232,3.0,6.2,4.5,32.2,3.6,0.6,18.7,24.7
2388,78.0,250,80.25,25.5,8,9,10,11,13,12,6,11,10,10,7,8,8,11,11,8.153,3.196,6.588,0.501,0.215,0.676,0.318,2.98,5.912,0.504,1.544,2.261,0.683,2.238,6.458,8.696,0.781,1.545,0.522,1.717,2.825,8.24,4.386,5.609,0.129,2.109,0.045,0.065,0.692,2.76,5.412,0.51,0.174,0.435,0.4,52.792,52.922,8.414,4.109,8.347,0.504,0.196,0.457,0.429,3.914,7.893,0.496,0.261,0.567,0.46,3.392,6.869,0.494,0.262,0.456,0.575,-1.1,0.8,-0.3,0.538,0.103,0.343,8.7,25.2,17.0,4.4,2.9,1.9,18.5,15.7
2389,79.0,205,79.25,26.5,10,11,13,8,9,15,6,11,9,14,12,11,12,5,11,6.463,2.416,4.634,0.563,0.389,0.634,0.614,2.024,4.0,0.506,1.245,1.878,0.663,1.367,3.753,5.12,1.173,0.927,0.611,1.44,2.219,7.123,6.06,3.415,0.244,1.927,0.294,0.489,0.601,1.414,2.584,0.547,0.316,0.926,0.341,46.433,46.365,6.0,2.781,6.707,0.447,0.436,1.196,0.365,2.341,5.513,0.425,0.146,0.316,0.462,1.731,4.293,0.403,0.462,0.902,0.512,-0.1,2.1,2.0,0.592,0.137,0.405,6.6,16.6,11.8,7.3,2.0,2.4,20.9,13.3
2390,71.5,175,72.0,32.5,6,13,6,8,9,6,9,6,14,14,13,10,13,10,10,11.676,4.425,10.624,0.453,0.774,2.75,0.281,3.65,7.874,0.464,2.05,3.451,0.594,0.777,2.148,2.925,5.274,0.925,0.074,3.7,2.823,1.273,10.328,4.149,1.975,3.05,1.65,2.551,0.647,0.426,0.825,0.516,1.575,4.501,0.35,57.788,58.185,10.577,4.475,10.074,0.525,1.625,4.723,0.344,2.85,5.349,0.533,0.902,1.127,0.8,0.35,0.573,0.611,1.601,3.65,0.439,0.6,0.1,0.7,0.481,0.259,0.325,3.0,7.5,5.3,30.1,1.6,0.2,23.4,24.7
